Input Number, Run_Number, Result@ 100, X, YP, Z, XP, Y
9, Run: 025, F, 0, 0, 101, 4, 0
9, Run: 026, F, 0, 0, 109, 20, 0
9, Run: 027, F, 0, 0, 102, 6, 0
9, Run: 028, F, 0, 0, 107, 16, 0
9, Run: 029, F, 0, 0, 100, 2, 0
9, Run: 030, F, 0, 6, 102, 0, 0
9, Run: 031, F, 0, 0, 105, 12, 0
9, Run: 032, F, 0, 30, 114, 0, 0
9, Run: 033, F, 0, 0, 106, 14, 0
9, Run: 034, F, 0, 0, 106, 14, 0
9, Run: 035, F, 0, 8, 103, 0, 0
9, Run: 036, F, 0, 0, 105, 12, 0
9, Run: 037, F, 0, 14, 106, 0, 0
9, Run: 038, F, 0, 14, 106, 0, 0
9, Run: 039, F, 0, 36, 117, 0, 0
9, Run: 040, F, 0, 0, 102, 6, 0
9, Run: 041, F, 0, 4, 101, 0, 0
9, Run: 042, F, 0, 2, 100, 0, 0
9, Run: 043, F, 0, 0, 101, 4, 0
9, Run: 044, F, 0, 6, 102, 0, 0
9, Run: 045, F, 0, 4, 101, 0, 0
9, Run: 046, F, 0, 0, 103, 8, 0
9, Run: 047, F, 0, 0, 104, 10, 0
9, Run: 048, F, 0, 12, 105, 0, 0
9, Run: 049, F, 0, 16, 107, 0, 0
9, Run: 050, F, 0, 8, 103, 0, 0
9, Run: 051, F, 0, 0, 110, 22, 0
9, Run: 052, F, 0, 4, 101, 0, 0
9, Run: 053, F, 0, 0, 108, 18, 0
9, Run: 054, F, 0, 2, 100, 0, 0
9, Run: 055, F, 0, 10, 104, 0, 0
9, Run: 056, F, 0, 14, 106, 0, 0
9, Run: 057, F, 0, 12, 105, 0, 0
9, Run: 058, F, 0, 4, 101, 0, 0
9, Run: 059, F, 0, 10, 104, 0, 0
9, Run: 060, F, 0, 0, 101, 4, 0
9, Run: 061, F, 0, 10, 104, 0, 0
9, Run: 062, F, 0, 0, 105, 12, 0
9, Run: 063, F, 0, 14, 106, 0, 0
9, Run: 064, F, 0, 0, 105, 12, 0
9, Run: 065, F, 0, 10, 104, 0, 0
9, Run: 066, F, 0, 20, 109, 0, 0
9, Run: 067, F, 0, 0, 112, 26, 0
9, Run: 068, F, 0, 0, 113, 28, 0
9, Run: 069, F, 0, 0, 114, 30, 0
9, Run: 070, F, 0, 6, 102, 0, 0
9, Run: 071, F, 0, 2, 100, 0, 0
9, Run: 072, F, 0, 0, 99, 0, 0
9, Run: 073, F, 0, 32, 115, 0, 0
9, Run: 074, F, 0, 2, 100, 0, 0
9, Run: 075, F, 0, 20, 109, 0, 0
9, Run: 076, F, 0, 38, 118, 0, 0
9, Run: 077, F, 0, 0, 101, 4, 0
9, Run: 078, F, 0, 4, 101, 0, 0
9, Run: 079, F, 0, 10, 104, 0, 0
9, Run: 080, F, 0, 0, 112, 26, 0
9, Run: 081, F, 0, 10, 104, 0, 0
9, Run: 082, F, 0, 0, 105, 12, 0
9, Run: 083, F, 0, 20, 109, 0, 0
9, Run: 084, F, 0, 26, 112, 0, 0
9, Run: 085, F, 0, 0, 101, 4, 0
9, Run: 086, F, 0, 6, 102, 0, 0
9, Run: 087, F, 0, 0, 101, 4, 0
9, Run: 088, F, 0, 14, 106, 0, 0
9, Run: 089, F, 0, 0, 107, 16, 0
9, Run: 090, F, 0, 2, 100, 0, 0
9, Run: 091, F, 0, 0, 111, 24, 0
9, Run: 092, F, 0, 0, 107, 16, 0
9, Run: 093, F, 0, 12, 105, 0, 0
9, Run: 094, F, 0, 0, 113, 28, 0
9, Run: 095, F, 0, 0, 103, 8, 0
9, Run: 096, F, 0, 18, 108, 0, 0
9, Run: 097, F, 0, 8, 103, 0, 0
9, Run: 098, F, 0, 0, 100, 2, 0
9, Run: 099, F, 0, 0, 100, 2, 0
9, Run: 100, F, 0, 0, 101, 4, 0
