Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, R, U, L2, T6, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-3, Run: 029, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 6018, 5118, 5218, 6018, 84, 49, 41, 49462, 48944, 48425, 47913, 518, 4428, 519, 512, 47864, 0, 0, 0, 597, 274, 190, 141, 3831, 323
INVAR-3, Run: 030, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 48, 1, 6, 0, 0, 0, 0, 12681, 12781, 12881, 12681, 110, 58, 137, 49290, 48763, 48294, 47801, 527, 4544, 468, 492, 47753, 0, 0, 0, 697, 405, 295, 237, 3847, 292
INVAR-3, Run: 031, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 11727, 11827, 11927, 11727, 114, 60, 121, 49346, 48851, 48378, 47884, 495, 4758, 473, 494, 47834, 0, 0, 0, 704, 395, 281, 221, 4054, 309
INVAR-3, Run: 032, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 6177, 5277, 5377, 6177, 70, 30, 25, 49156, 48620, 48068, 47595, 536, 3916, 552, 473, 47545, 0, 0, 0, 501, 225, 155, 125, 3415, 276
INVAR-3, Run: 033, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 1, 1, 1, 47, 1, 6, 0, 0, 0, 0, 53702, 53802, 52902, 53702, 116, 71, 123, 49049, 48503, 47985, 47476, 545, 5890, 517, 508, 47429, 0, 0, 0, 695, 410, 294, 223, 5195, 285
INVAR-3, Run: 034, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 38188, 38288, 37388, 38188, 102, 40, 143, 49007, 48507, 47982, 47512, 499, 5345, 525, 470, 47463, 0, 0, 0, 689, 385, 283, 243, 4656, 304
INVAR-3, Run: 035, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 1, 1, 0, 48, 1, 6, 0, 0, 0, 0, 8333, 7433, 7533, 8333, 77, 36, 36, 49457, 48965, 48490, 48000, 491, 4048, 474, 490, 47952, 0, 0, 0, 494, 249, 172, 136, 3554, 245
INVAR-3, Run: 036, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 12679, 11779, 11879, 12679, 94, 42, 33, 48639, 48157, 47703, 47256, 482, 5102, 454, 447, 47206, 0, 0, 0, 643, 269, 175, 133, 4459, 374
INVAR-3, Run: 037, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 4102, 3202, 3302, 4102, 88, 34, 33, 49106, 48625, 48126, 47651, 481, 3963, 499, 475, 47602, 0, 0, 0, 583, 255, 167, 133, 3380, 328
INVAR-3, Run: 038, E, 1000, 0, 0, 0, 0, 0, 0, 100, 1, 0, 3, 1, 45, 1, 6, 0, 0, 0, 0, 8285, 8385, 8485, 8285, 66, 26, 22, 48953, 48466, 47954, 47480, 487, 3867, 509, 473, 47435, 0, 0, 0, 420, 214, 148, 122, 3447, 206
INVAR-3, Run: 039, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 1, 0, 49, 1, 6, 0, 0, 0, 0, 10642, 10742, 9842, 10642, 97, 54, 121, 49317, 48835, 48336, 47818, 482, 4421, 498, 518, 47769, 0, 0, 0, 661, 372, 275, 221, 3760, 289
INVAR-3, Run: 040, E, 1000, 0, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 15124, 15224, 15324, 15124, 93, 57, 90, 49305, 48850, 48351, 47857, 455, 4957, 498, 494, 47809, 0, 0, 0, 672, 340, 247, 190, 4285, 332
INVAR-3, Run: 041, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 3, 0, 47, 1, 6, 0, 0, 0, 0, 3985, 3085, 3185, 3985, 58, 22, 63, 49142, 48624, 48118, 47630, 518, 3511, 503, 488, 47583, 0, 0, 0, 458, 243, 185, 163, 3053, 215
INVAR-3, Run: 042, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 14261, 14361, 14461, 14261, 126, 40, 82, 49309, 48811, 48259, 47739, 497, 4884, 552, 520, 47690, 0, 0, 0, 709, 348, 222, 182, 4175, 361
INVAR-3, Run: 043, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 8414, 7514, 7614, 8414, 69, 28, 20, 48909, 48387, 47936, 47450, 522, 3896, 451, 486, 47401, 0, 0, 0, 463, 217, 148, 120, 3433, 246
INVAR-3, Run: 044, E, 0, 1000, 0, 0, 0, 0, 0, 100, 2, 0, 0, 1, 47, 1, 6, 0, 0, 0, 0, 10586, 9686, 9786, 10586, 81, 41, 60, 49393, 48886, 48378, 47884, 507, 4466, 508, 493, 47837, 0, 0, 0, 550, 282, 201, 160, 3916, 268
INVAR-3, Run: 045, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 1, 0, 1, 47, 1, 6, 0, 0, 0, 0, 9262, 8362, 8462, 9262, 68, 23, 30, 49039, 48533, 48024, 47547, 505, 4515, 509, 476, 47500, 0, 0, 0, 500, 221, 153, 130, 4015, 279
INVAR-3, Run: 046, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 11588, 11688, 11788, 11588, 102, 36, 89, 49354, 48813, 48357, 47856, 541, 4891, 456, 501, 47806, 0, 0, 0, 620, 327, 225, 189, 4271, 293
INVAR-3, Run: 047, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 1, 0, 1, 48, 1, 6, 0, 0, 0, 0, 5105, 4205, 4305, 5105, 93, 44, 94, 48999, 48501, 48046, 47582, 497, 4070, 455, 463, 47534, 0, 0, 0, 605, 331, 238, 194, 3465, 274
INVAR-3, Run: 048, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 7322, 6422, 6522, 7322, 76, 32, 23, 49259, 48771, 48285, 47775, 488, 4209, 486, 510, 47725, 0, 0, 0, 497, 231, 155, 123, 3712, 266
INVAR-3, Run: 049, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 1, 49, 1, 6, 0, 0, 0, 0, 10329, 10429, 9529, 10329, 134, 68, 130, 48915, 48420, 47952, 47479, 495, 4706, 468, 472, 47430, 0, 0, 0, 787, 432, 298, 230, 3919, 355
INVAR-3, Run: 050, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 1947, 2047, 2147, 1947, 77, 37, 87, 49142, 48627, 48166, 47664, 514, 3280, 461, 502, 47615, 0, 0, 0, 555, 301, 224, 187, 2725, 254
INVAR-3, Run: 051, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 22447, 21547, 21647, 22447, 118, 60, 66, 49228, 48733, 48268, 47754, 495, 5016, 464, 514, 47706, 0, 0, 0, 669, 344, 226, 166, 4347, 325
INVAR-3, Run: 052, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 0, 1, 48, 1, 6, 0, 0, 0, 0, 3965, 3065, 3165, 3965, 88, 45, 40, 48787, 48261, 47792, 47329, 526, 3747, 469, 462, 47281, 0, 0, 0, 524, 273, 185, 140, 3223, 251
INVAR-3, Run: 053, E, 0, 0, 0, 1000, 0, 0, 0, 100, 2, 0, 1, 0, 47, 1, 6, 0, 0, 0, 0, 10848, 10948, 10048, 10848, 93, 41, 48, 49351, 48794, 48287, 47810, 557, 4544, 506, 477, 47763, 0, 0, 0, 583, 282, 189, 148, 3961, 301
INVAR-3, Run: 054, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 1, 1, 0, 48, 1, 6, 0, 0, 0, 0, 1966, 2066, 2166, 1966, 117, 64, 55, 49471, 48908, 48401, 47911, 562, 3696, 506, 490, 47863, 0, 0, 0, 670, 336, 219, 155, 3026, 334
INVAR-3, Run: 055, E, 1000, 0, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 8218, 8318, 8418, 8218, 95, 36, 33, 49424, 48916, 48447, 47943, 508, 4382, 468, 504, 47895, 0, 0, 0, 586, 264, 169, 133, 3796, 322
INVAR-3, Run: 056, E, 0, 0, 0, 1000, 0, 0, 0, 100, 2, 1, 0, 1, 46, 1, 6, 0, 0, 0, 0, 2972, 3072, 2172, 2972, 106, 43, 48, 49237, 48744, 48236, 47733, 492, 3829, 508, 502, 47687, 0, 0, 0, 614, 297, 191, 148, 3215, 317
INVAR-3, Run: 057, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 10495, 10595, 9695, 10495, 121, 47, 64, 48945, 48424, 47972, 47486, 521, 4692, 452, 486, 47436, 0, 0, 0, 724, 332, 211, 164, 3968, 392
INVAR-3, Run: 058, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 1, 0, 1, 48, 1, 6, 0, 0, 0, 0, 7255, 6355, 6455, 7255, 97, 56, 82, 49265, 48768, 48289, 47799, 496, 4489, 479, 489, 47751, 0, 0, 0, 619, 335, 238, 182, 3870, 284
INVAR-3, Run: 059, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 2, 0, 1, 47, 1, 6, 0, 0, 0, 0, 14773, 14873, 13973, 14773, 89, 50, 55, 48977, 48485, 48031, 47549, 490, 4884, 454, 481, 47502, 0, 0, 0, 588, 294, 205, 155, 4296, 294
INVAR-3, Run: 060, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 1, 2, 1, 46, 1, 6, 0, 0, 0, 0, 14658, 14758, 13858, 14658, 96, 34, 65, 49299, 48726, 48223, 47753, 572, 4736, 501, 469, 47707, 0, 0, 0, 610, 295, 199, 165, 4126, 315
INVAR-3, Run: 061, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 1, 49, 1, 6, 0, 0, 0, 0, 12541, 12641, 11741, 12541, 117, 56, 76, 49656, 49102, 48616, 48097, 554, 4484, 486, 518, 48048, 0, 0, 0, 658, 349, 232, 176, 3826, 309
INVAR-3, Run: 062, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 1, 1, 1, 47, 1, 6, 0, 0, 0, 0, 1942, 2042, 1142, 1942, 116, 44, 37, 48922, 48424, 47934, 47483, 497, 3892, 489, 450, 47436, 0, 0, 0, 633, 297, 181, 137, 3259, 336
INVAR-3, Run: 063, E, 1000, 0, 0, 0, 0, 0, 0, 100, 2, 1, 0, 0, 47, 1, 6, 0, 0, 0, 0, 24027, 24127, 24227, 24027, 96, 33, 20, 49120, 48629, 48155, 47674, 490, 5265, 474, 481, 47627, 0, 0, 0, 614, 249, 153, 120, 4651, 365
INVAR-3, Run: 064, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 11508, 11608, 11708, 11508, 117, 56, 106, 48925, 48416, 47908, 47377, 509, 4760, 508, 531, 47327, 0, 0, 0, 675, 379, 262, 206, 4085, 296
INVAR-3, Run: 065, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 1, 1, 48, 1, 6, 0, 0, 0, 0, 7345, 7445, 6545, 7345, 99, 25, 46, 49110, 48591, 48111, 47636, 519, 4410, 479, 474, 47588, 0, 0, 0, 584, 270, 171, 146, 3826, 314
INVAR-3, Run: 066, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 49, 1, 6, 0, 0, 0, 0, 4034, 3134, 3234, 4034, 90, 36, 41, 48845, 48343, 47850, 47365, 502, 3745, 493, 484, 47316, 0, 0, 0, 563, 267, 177, 141, 3182, 296
INVAR-3, Run: 067, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 1, 49, 1, 6, 0, 0, 0, 0, 3005, 3105, 2205, 3005, 135, 55, 54, 49080, 48601, 48129, 47626, 479, 3856, 472, 502, 47577, 0, 0, 0, 678, 344, 209, 154, 3178, 334
INVAR-3, Run: 068, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 10254, 9354, 9454, 10254, 85, 33, 114, 49077, 48582, 48114, 47651, 495, 4371, 467, 463, 47603, 0, 0, 0, 576, 332, 247, 214, 3795, 244
INVAR-3, Run: 069, E, 0, 0, 0, 1000, 0, 0, 0, 100, 2, 0, 0, 0, 48, 1, 6, 0, 0, 0, 0, 10645, 10745, 9845, 10645, 82, 42, 58, 49083, 48594, 48128, 47620, 489, 4533, 466, 508, 47572, 0, 0, 0, 570, 282, 200, 158, 3963, 288
INVAR-3, Run: 070, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 4087, 3187, 3287, 4087, 107, 52, 63, 49412, 48890, 48407, 47874, 522, 4015, 482, 533, 47826, 0, 0, 0, 657, 322, 215, 163, 3358, 335
INVAR-3, Run: 071, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 48, 1, 6, 0, 0, 0, 0, 8311, 7411, 7511, 8311, 136, 56, 97, 49213, 48668, 48188, 47707, 545, 4916, 479, 480, 47659, 0, 0, 0, 780, 389, 253, 197, 4136, 391
INVAR-3, Run: 072, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 22968, 23068, 23168, 22968, 103, 62, 163, 48955, 48427, 47942, 47472, 527, 4922, 485, 470, 47423, 0, 0, 0, 725, 428, 325, 263, 4197, 297
INVAR-3, Run: 073, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 2, 48, 1, 6, 0, 0, 0, 0, 4027, 4127, 3227, 4027, 94, 31, 39, 48979, 48476, 48021, 47532, 503, 4000, 455, 487, 47484, 0, 0, 0, 581, 264, 170, 139, 3419, 317
INVAR-3, Run: 074, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 6161, 6261, 6361, 6161, 137, 61, 112, 49308, 48789, 48288, 47761, 519, 4301, 501, 527, 47711, 0, 0, 0, 745, 410, 273, 212, 3556, 335
INVAR-3, Run: 075, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 7033, 7133, 7233, 7033, 98, 51, 44, 49549, 49046, 48538, 48037, 503, 4307, 508, 501, 47987, 0, 0, 0, 605, 293, 195, 144, 3702, 312
INVAR-3, Run: 076, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 10449, 9549, 9649, 10449, 99, 43, 48, 49330, 48823, 48326, 47822, 507, 4715, 497, 504, 47773, 0, 0, 0, 611, 290, 191, 148, 4104, 321
INVAR-3, Run: 077, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 49, 1, 6, 0, 0, 0, 0, 82039, 82139, 82239, 82039, 129, 65, 121, 48891, 48373, 47842, 47345, 518, 6449, 530, 497, 47296, 0, 0, 0, 736, 415, 286, 221, 5713, 321
INVAR-3, Run: 078, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 9248, 8348, 8448, 9248, 63, 29, 88, 49162, 48693, 48230, 47761, 469, 4135, 463, 469, 47711, 0, 0, 0, 473, 280, 217, 188, 3662, 193
INVAR-3, Run: 079, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 6036, 6136, 6236, 6036, 89, 42, 30, 48770, 48259, 47781, 47281, 511, 4264, 478, 500, 47231, 0, 0, 0, 589, 261, 172, 130, 3675, 328
INVAR-3, Run: 080, E, 0, 0, 0, 1000, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 6114, 6214, 5314, 6114, 172, 109, 151, 49203, 48710, 48203, 47723, 493, 4862, 507, 480, 47674, 0, 0, 0, 989, 532, 360, 251, 3873, 457
INVAR-3, Run: 081, E, 1000, 0, 0, 0, 0, 0, 0, 100, 1, 1, 0, 1, 47, 1, 6, 0, 0, 0, 0, 2970, 3070, 3170, 2970, 73, 27, 34, 49299, 48738, 48252, 47778, 560, 3367, 486, 473, 47731, 0, 0, 0, 482, 234, 161, 134, 2885, 248
INVAR-3, Run: 082, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 0, 49, 1, 6, 0, 0, 0, 0, 5060, 5160, 5260, 5060, 99, 56, 75, 49019, 48573, 48077, 47623, 446, 4127, 495, 454, 47574, 0, 0, 0, 644, 330, 231, 175, 3483, 314
INVAR-3, Run: 083, E, 1000, 0, 0, 0, 0, 0, 0, 100, 1, 1, 0, 0, 48, 1, 6, 0, 0, 0, 0, 36761, 36861, 36961, 36761, 115, 44, 56, 49077, 48599, 48117, 47662, 477, 5685, 482, 455, 47614, 0, 0, 0, 662, 315, 200, 156, 5023, 347
INVAR-3, Run: 084, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 49, 1, 6, 0, 0, 0, 0, 4060, 4160, 4260, 4060, 159, 59, 133, 49306, 48749, 48280, 47819, 557, 4584, 469, 460, 47770, 0, 0, 0, 908, 451, 292, 233, 3676, 457
INVAR-3, Run: 085, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 48, 1, 6, 0, 0, 0, 0, 28445, 28545, 28645, 28445, 112, 60, 112, 49545, 49024, 48535, 48046, 521, 5156, 488, 488, 47998, 0, 0, 0, 663, 384, 272, 212, 4493, 279
INVAR-3, Run: 086, E, 1000, 0, 0, 0, 0, 0, 0, 100, 1, 1, 0, 0, 48, 1, 6, 0, 0, 0, 0, 24823, 24923, 25023, 24823, 67, 24, 22, 49193, 48690, 48182, 47666, 502, 5018, 508, 516, 47618, 0, 0, 0, 481, 213, 146, 122, 4537, 268
INVAR-3, Run: 087, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 1, 1, 48, 1, 6, 0, 0, 0, 0, 30437, 29537, 29637, 30437, 117, 48, 78, 48854, 48303, 47798, 47354, 551, 5358, 504, 443, 47306, 0, 0, 0, 656, 343, 226, 178, 4702, 313
INVAR-3, Run: 088, E, 0, 0, 0, 1000, 0, 0, 0, 100, 1, 0, 1, 0, 48, 1, 6, 0, 0, 0, 0, 6117, 6217, 5317, 6117, 96, 46, 65, 49036, 48555, 48083, 47620, 481, 4264, 471, 463, 47572, 0, 0, 0, 608, 307, 211, 165, 3656, 301
INVAR-3, Run: 089, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 21584, 20684, 20784, 21584, 158, 90, 187, 49431, 48909, 48378, 47885, 522, 5416, 531, 493, 47836, 0, 0, 0, 913, 535, 377, 287, 4503, 378
INVAR-3, Run: 090, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 0, 0, 50, 1, 6, 0, 0, 0, 0, 1963, 2063, 1163, 1963, 72, 20, 30, 49574, 49040, 48553, 48047, 534, 3533, 487, 506, 47997, 0, 0, 0, 536, 222, 150, 130, 2997, 314
INVAR-3, Run: 091, E, 0, 0, 0, 1000, 0, 0, 0, 100, 1, 0, 0, 0, 49, 1, 6, 0, 0, 0, 0, 3011, 3111, 2211, 3011, 123, 70, 258, 49105, 48568, 48086, 47560, 537, 4122, 482, 526, 47511, 0, 0, 0, 888, 551, 428, 358, 3234, 337
INVAR-3, Run: 092, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 1, 0, 0, 49, 1, 6, 0, 0, 0, 0, 13945, 14045, 13145, 13945, 59, 27, 15, 48895, 48410, 47899, 47440, 484, 4374, 511, 459, 47391, 0, 0, 0, 426, 201, 142, 115, 3948, 225
INVAR-3, Run: 093, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 0, 2, 1, 47, 1, 6, 0, 0, 0, 0, 7189, 7289, 6389, 7189, 85, 51, 54, 49331, 48787, 48286, 47780, 544, 4266, 499, 505, 47733, 0, 0, 0, 602, 290, 205, 154, 3664, 312
INVAR-3, Run: 094, E, 0, 0, 0, 1000, 0, 0, 0, 100, 2, 1, 2, 0, 45, 1, 6, 0, 0, 0, 0, 4127, 4227, 3327, 4127, 35, 19, 12, 49590, 49062, 48531, 48102, 527, 3626, 529, 429, 48057, 0, 0, 0, 383, 166, 131, 112, 3243, 217
INVAR-3, Run: 095, E, 0, 0, 0, 1000, 0, 0, 0, 100, 1, 1, 0, 0, 48, 1, 6, 0, 0, 0, 0, 3006, 3106, 2206, 3006, 90, 66, 76, 49280, 48810, 48311, 47800, 469, 3826, 499, 511, 47752, 0, 0, 0, 673, 332, 242, 176, 3153, 341
INVAR-3, Run: 096, E, 0, 1000, 0, 0, 0, 0, 0, 100, 1, 1, 0, 0, 48, 1, 6, 0, 0, 0, 0, 21953, 21053, 21153, 21953, 77, 29, 81, 49541, 49025, 48502, 48047, 515, 4778, 523, 455, 47999, 0, 0, 0, 531, 287, 210, 181, 4247, 244
INVAR-3, Run: 097, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 1, 3, 1, 45, 1, 6, 0, 0, 0, 0, 5292, 5392, 5492, 5292, 89, 42, 71, 49110, 48621, 48144, 47650, 488, 3804, 474, 493, 47605, 0, 0, 0, 546, 302, 213, 171, 3258, 244
INVAR-3, Run: 098, E, 0, 1000, 0, 0, 0, 0, 0, 100, 0, 0, 0, 1, 49, 1, 6, 0, 0, 0, 0, 32658, 31758, 31858, 32658, 132, 64, 88, 48639, 48145, 47663, 47172, 494, 5712, 482, 490, 47123, 0, 0, 0, 736, 384, 252, 188, 4976, 352
INVAR-3, Run: 099, E, 1000, 0, 0, 0, 0, 0, 0, 100, 0, 1, 0, 1, 48, 1, 6, 0, 0, 0, 0, 13594, 13694, 13794, 13594, 92, 39, 48, 49015, 48516, 48026, 47553, 498, 4450, 490, 472, 47505, 0, 0, 0, 534, 279, 187, 148, 3916, 255
INVAR-3, Run: 100, E, 0, 0, 0, 1000, 0, 0, 0, 100, 0, 1, 1, 0, 48, 1, 6, 0, 0, 0, 0, 2961, 3061, 2161, 2961, 83, 39, 77, 49034, 48509, 47994, 47514, 524, 3693, 514, 480, 47466, 0, 0, 0, 572, 299, 216, 177, 3121, 273
