Input Number, Run_Number, Result@ 100, SetABab, ANuAPX1, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-14, Run: 083, F, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 1, 1, 21, 11, 0, 0, 9, 1, 0, 0, 0, 2, 1, 1, 1, 21, 1, 0, 1, 0, 3, 1, 1, 1, 0, 9, 2, 0, 7, 3, 10, 4, 1, 0, 0, 1, 0, 3, 2, 4, 3, 1, 20, 2, 0, 12, 0, 2, 15, 3, 1, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 29, 0, 0, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 37, 1, 0, 4, 0, 0, 6, 0, 7, 1, 1, 1
INVAR-14, Run: 084, P, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 1, 0, 21, 10, 2, 0, 11, 0, 0, 2, 1, 5, 2, 3, 1, 23, 1, 0, 6, 3, 8, 4, 1, 1, 0, 11, 1, 0, 0, 1, 2, 2, 1, 0, 0, 4, 0, 6, 2, 7, 3, 1, 24, 0, 0, 5, 2, 3, 6, 4, 1, 1, 1, 1, 1, 0, 0, 8, 0, 0, 0, 0, 36, 0, 0, 7, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 37, 0, 0, 4, 1, 0, 12, 1, 14, 1, 2, 1
INVAR-14, Run: 085, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 21, 10, 0, 2, 10, 2, 0, 18, 6, 23, 9, 2, 1, 21, 3, 0, 8, 0, 12, 1, 1, 1, 1, 12, 0, 0, 7, 1, 8, 2, 1, 0, 0, 11, 0, 5, 3, 6, 4, 1, 22, 2, 0, 37, 5, 9, 40, 10, 1, 1, 1, 1, 1, 8, 0, 15, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 0, 4, 0, 0, 4, 0, 0, 35, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 086, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 12, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11, 1, 0, 11, 1, 0, 1, 0, 4, 1, 3, 1, 23, 1, 0, 7, 0, 9, 1, 1, 1, 0, 11, 1, 0, 7, 2, 8, 2, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 22, 2, 0, 4, 9, 2, 6, 2, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 087, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 21, 11, 1, 0, 12, 0, 0, 3, 0, 5, 1, 2, 1, 22, 1, 1, 11, 2, 14, 4, 1, 1, 1, 12, 0, 0, 9, 6, 10, 7, 1, 0, 0, 19, 0, 7, 1, 8, 2, 1, 22, 2, 0, 6, 0, 2, 9, 3, 1, 1, 1, 0, 0, 3, 0, 23, 0, 35, 3, 0, 0, 0, 0, 0, 0, 0, 2, 12, 3, 16, 4, 1, 8, 1, 0, 35, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 088, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 23, 11, 1, 0, 11, 1, 0, 11, 2, 14, 3, 1, 1, 21, 3, 0, 13, 3, 17, 4, 1, 1, 0, 11, 1, 0, 32, 13, 34, 14, 1, 0, 0, 10, 0, 13, 3, 14, 4, 1, 22, 2, 0, 3, 0, 2, 6, 3, 1, 1, 1, 0, 0, 4, 0, 12, 0, 38, 2, 1, 0, 0, 0, 0, 0, 0, 1, 14, 7, 18, 9, 1, 8, 0, 0, 31, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 089, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 24, 10, 2, 0, 12, 0, 0, 9, 3, 12, 4, 0, 1, 20, 4, 0, 12, 3, 17, 4, 1, 1, 0, 11, 1, 0, 5, 2, 7, 3, 1, 0, 0, 5, 0, 12, 8, 13, 9, 1, 24, 0, 0, 4, 0, 1, 5, 2, 1, 1, 1, 0, 0, 9, 0, 6, 0, 30, 1, 0, 0, 0, 0, 0, 0, 0, 1, 11, 1, 13, 2, 1, 3, 0, 0, 41, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 090, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 23, 11, 1, 0, 10, 1, 1, 14, 3, 18, 5, 1, 1, 18, 6, 0, 11, 0, 18, 1, 1, 1, 0, 11, 1, 0, 24, 7, 26, 7, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 22, 2, 0, 6, 6, 1, 9, 2, 1, 1, 1, 0, 0, 5, 0, 27, 0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 7, 5, 3, 7, 4, 1, 6, 1, 0, 43, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 091, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 21, 12, 0, 0, 11, 1, 0, 27, 5, 29, 6, 2, 1, 21, 3, 0, 3, 4, 7, 5, 1, 1, 1, 12, 0, 0, 0, 0, 1, 1, 1, 0, 0, 3, 0, 2, 0, 3, 1, 1, 20, 4, 0, 7, 1, 1, 12, 2, 1, 1, 1, 0, 0, 5, 0, 7, 0, 37, 2, 0, 0, 0, 0, 0, 0, 0, 3, 18, 5, 21, 6, 1, 7, 0, 0, 33, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 092, F, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 1, 1, 19, 11, 1, 0, 11, 0, 0, 0, 1, 2, 2, 5, 1, 22, 2, 0, 13, 0, 16, 1, 1, 1, 0, 12, 0, 0, 1, 0, 2, 1, 1, 0, 0, 3, 0, 9, 9, 10, 10, 1, 21, 1, 2, 8, 1, 3, 12, 6, 1, 1, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 36, 0, 0, 8, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 35, 2, 0, 4, 0, 0, 21, 8, 23, 1, 9, 1
INVAR-14, Run: 093, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 20, 12, 0, 0, 10, 2, 0, 12, 2, 15, 3, 3, 1, 23, 1, 0, 6, 2, 8, 3, 1, 1, 1, 12, 0, 0, 11, 1, 12, 2, 1, 0, 0, 1, 0, 18, 1, 19, 2, 1, 22, 2, 0, 2, 0, 1, 5, 2, 1, 1, 1, 0, 0, 5, 0, 6, 0, 32, 1, 0, 0, 0, 0, 0, 0, 0, 2, 26, 5, 28, 6, 1, 7, 0, 0, 39, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 094, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 23, 10, 2, 0, 11, 1, 0, 11, 1, 15, 2, 1, 1, 21, 3, 0, 11, 2, 15, 3, 1, 1, 0, 10, 2, 0, 12, 6, 15, 7, 1, 0, 0, 2, 0, 13, 5, 14, 6, 1, 22, 2, 0, 10, 0, 3, 13, 4, 1, 1, 1, 0, 0, 8, 0, 4, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 5, 3, 1, 4, 0, 0, 35, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 1, 0, 9, 3, 0, 6, 3, 11, 4, 1, 1, 19, 5, 0, 4, 0, 10, 1, 1, 1, 0, 12, 0, 0, 6, 3, 7, 4, 1, 0, 0, 14, 0, 3, 0, 4, 1, 1, 22, 2, 0, 22, 6, 2, 25, 3, 1, 1, 1, 1, 1, 2, 0, 16, 0, 33, 2, 0, 0, 0, 0, 0, 0, 0, 7, 15, 2, 17, 2, 0, 10, 0, 0, 38, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 096, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 23, 10, 2, 0, 12, 0, 0, 15, 1, 18, 2, 1, 1, 23, 1, 0, 6, 3, 8, 4, 1, 1, 0, 12, 0, 0, 14, 3, 15, 4, 1, 0, 0, 2, 0, 0, 0, 1, 1, 1, 23, 1, 0, 13, 0, 4, 15, 5, 1, 1, 1, 0, 0, 7, 0, 4, 0, 42, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 4, 3, 1, 5, 0, 0, 29, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 097, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 24, 24, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 1, 0, 11, 0, 1, 8, 2, 11, 4, 1, 1, 21, 3, 0, 9, 1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 098, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 21, 10, 2, 0, 12, 0, 0, 20, 8, 23, 9, 3, 1, 22, 1, 1, 5, 0, 8, 2, 1, 1, 0, 12, 0, 0, 8, 1, 9, 2, 1, 0, 0, 2, 0, 3, 0, 4, 1, 1, 23, 1, 0, 3, 1, 0, 5, 1, 1, 1, 1, 0, 0, 4, 0, 6, 0, 36, 2, 0, 0, 0, 0, 0, 0, 0, 2, 27, 5, 30, 6, 1, 7, 1, 0, 35, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 099, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 22, 10, 2, 0, 10, 2, 0, 11, 1, 16, 2, 2, 1, 24, 0, 0, 4, 2, 5, 3, 1, 1, 0, 11, 1, 0, 0, 0, 2, 1, 1, 0, 0, 12, 0, 9, 3, 10, 4, 1, 22, 2, 0, 4, 1, 0, 7, 1, 1, 1, 1, 0, 0, 7, 0, 15, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 1, 7, 2, 1, 5, 0, 0, 32, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-14, Run: 100, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 1, 24, 11, 1, 0, 9, 3, 0, 5, 0, 10, 1, 0, 1, 19, 5, 0, 21, 5, 27, 6, 1, 1, 0, 10, 2, 0, 4, 0, 7, 1, 1, 0, 0, 15, 0, 21, 4, 22, 4, 0, 19, 2, 0, 1, 2, 0, 4, 1, 1, 1, 1, 0, 0, 5, 0, 16, 0, 24, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 3, 2, 1, 7, 0, 0, 37, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 51, 27, 1, 0, 27, 1, 0, 29, 4, 32, 5, 5, 1, 53, 3, 0, 2, 0, 6, 1, 1, 1, 0, 28, 0, 0, 29, 10, 30, 11, 1, 0, 0, 24, 0, 12, 3, 13, 3, 0, 54, 2, 0, 21, 3, 6, 24, 7, 1, 1, 1, 0, 0, 16, 0, 30, 0, 90, 3, 0, 0, 0, 0, 0, 0, 0, 4, 19, 1, 23, 2, 1, 12, 0, 0, 75, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 002, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 54, 28, 0, 0, 27, 1, 0, 1, 0, 3, 1, 2, 1, 51, 5, 0, 25, 4, 31, 5, 1, 1, 0, 27, 1, 0, 24, 4, 26, 5, 1, 0, 0, 2, 0, 5, 2, 6, 3, 1, 55, 1, 0, 23, 1, 4, 25, 5, 1, 1, 1, 0, 0, 9, 0, 5, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 2, 10, 2, 12, 3, 1, 19, 0, 0, 87, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 0, 0, 0, 0, 0, 0, 1, 52, 25, 3, 0, 27, 1, 0, 12, 0, 17, 1, 4, 1, 52, 3, 1, 14, 2, 19, 4, 1, 1, 0, 28, 0, 0, 22, 8, 23, 9, 1, 0, 0, 15, 0, 8, 3, 8, 3, 0, 55, 1, 0, 2, 2, 1, 4, 2, 1, 1, 1, 0, 0, 15, 0, 20, 0, 85, 1, 0, 0, 0, 0, 0, 0, 0, 3, 29, 4, 31, 4, 0, 13, 0, 0, 82, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 004, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 26, 2, 0, 26, 2, 0, 19, 4, 24, 5, 3, 1, 51, 5, 0, 3, 1, 9, 2, 1, 1, 0, 28, 0, 0, 10, 1, 11, 2, 1, 0, 0, 30, 0, 5, 0, 6, 1, 1, 55, 1, 0, 6, 9, 0, 8, 1, 1, 1, 1, 0, 0, 11, 0, 34, 0, 83, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 3, 1, 1, 17, 0, 0, 83, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 0, 0, 0, 0, 0, 0, 1, 53, 25, 3, 0, 27, 1, 0, 36, 9, 41, 10, 3, 1, 55, 0, 1, 30, 7, 32, 9, 1, 1, 0, 28, 0, 0, 8, 0, 9, 1, 1, 0, 0, 7, 0, 1, 0, 2, 1, 1, 55, 1, 0, 14, 2, 1, 16, 2, 1, 1, 1, 0, 0, 10, 1, 11, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 1, 13, 1, 0, 16, 1, 0, 75, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 51, 28, 0, 0, 25, 3, 0, 3, 0, 7, 1, 4, 1, 55, 1, 0, 1, 1, 3, 2, 1, 1, 1, 28, 0, 0, 6, 1, 7, 2, 1, 0, 0, 9, 0, 11, 2, 12, 3, 1, 53, 3, 0, 4, 5, 0, 8, 1, 1, 1, 1, 0, 0, 9, 0, 15, 0, 78, 3, 0, 0, 0, 0, 0, 0, 0, 7, 40, 7, 44, 8, 1, 18, 1, 0, 88, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 007, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 1, 52, 28, 0, 0, 26, 2, 0, 5, 0, 8, 1, 4, 1, 52, 4, 0, 17, 1, 22, 2, 1, 1, 0, 27, 1, 0, 12, 6, 14, 7, 1, 0, 0, 9, 0, 5, 0, 6, 1, 1, 55, 1, 0, 21, 4, 7, 23, 8, 1, 1, 1, 0, 0, 13, 0, 14, 0, 89, 2, 0, 0, 0, 0, 0, 0, 0, 5, 8, 3, 10, 3, 0, 14, 1, 0, 78, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 54, 27, 0, 1, 26, 2, 0, 6, 2, 10, 4, 2, 1, 52, 4, 0, 6, 1, 11, 2, 1, 1, 0, 28, 0, 0, 7, 3, 8, 4, 1, 0, 0, 0, 0, 35, 5, 36, 6, 1, 54, 2, 0, 0, 0, 0, 3, 1, 1, 1, 1, 0, 0, 8, 2, 3, 0, 82, 2, 0, 0, 0, 0, 0, 0, 0, 1, 14, 3, 19, 4, 1, 18, 0, 0, 84, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 009, F, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 1, 1, 53, 28, 0, 0, 24, 1, 2, 45, 10, 49, 13, 2, 1, 54, 1, 0, 6, 1, 8, 2, 1, 1, 0, 27, 0, 0, 1, 2, 2, 3, 1, 1, 0, 3, 0, 12, 1, 13, 2, 1, 49, 6, 0, 5, 0, 0, 12, 1, 1, 1, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 74, 0, 0, 15, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 88, 3, 1, 11, 1, 0, 7, 2, 12, 1, 4, 1
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 55, 27, 1, 0, 26, 1, 1, 8, 3, 12, 5, 1, 1, 54, 2, 0, 18, 4, 21, 5, 1, 1, 0, 27, 1, 0, 1, 1, 3, 2, 1, 0, 0, 3, 0, 9, 1, 10, 2, 1, 49, 6, 1, 9, 2, 3, 17, 5, 1, 1, 1, 1, 1, 14, 0, 5, 0, 92, 2, 0, 0, 0, 0, 0, 0, 0, 3, 6, 2, 9, 3, 1, 14, 0, 0, 75, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 011, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 54, 26, 2, 0, 28, 0, 0, 5, 0, 8, 1, 2, 1, 50, 5, 1, 7, 1, 14, 3, 1, 1, 0, 28, 0, 0, 20, 8, 21, 9, 1, 0, 0, 12, 0, 9, 1, 10, 2, 1, 55, 0, 1, 22, 8, 9, 24, 11, 1, 1, 1, 0, 0, 7, 0, 15, 0, 73, 3, 0, 0, 0, 0, 0, 0, 0, 9, 8, 1, 12, 2, 1, 21, 0, 0, 92, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
