Input Number, Run_Number, Result@ 100, SetABab, ANuAPX1, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, X1uABab, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-2, Run: 012, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 52, 27, 1, 0, 26, 1, 1, 16, 5, 20, 7, 3, 1, 55, 1, 0, 13, 3, 15, 4, 1, 1, 1, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 39, 10, 40, 11, 1, 53, 3, 0, 0, 0, 0, 4, 1, 1, 1, 1, 0, 0, 15, 0, 7, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 3, 15, 4, 1, 13, 0, 0, 85, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 013, P, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 26, 2, 0, 27, 1, 0, 8, 3, 12, 4, 3, 1, 55, 1, 0, 15, 3, 17, 4, 1, 1, 0, 27, 1, 0, 8, 1, 10, 2, 1, 0, 0, 23, 0, 5, 1, 6, 2, 1, 49, 7, 0, 23, 4, 4, 31, 5, 1, 1, 1, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 55, 25, 3, 0, 27, 1, 0, 24, 12, 29, 13, 1, 1, 52, 4, 0, 5, 1, 10, 2, 1, 1, 0, 28, 0, 0, 25, 2, 26, 3, 1, 0, 0, 6, 0, 4, 2, 5, 3, 1, 52, 3, 1, 20, 0, 9, 25, 11, 1, 1, 1, 0, 0, 13, 1, 8, 0, 95, 1, 0, 0, 0, 0, 0, 0, 0, 1, 8, 3, 11, 4, 1, 14, 0, 0, 72, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 56, 56, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 27, 1, 0, 26, 2, 0, 17, 7, 21, 8, 1, 1, 55, 1, 0, 54, 5, 56, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 016, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 28, 0, 0, 28, 0, 0, 29, 7, 30, 8, 2, 1, 54, 2, 0, 5, 0, 8, 1, 1, 1, 1, 27, 1, 0, 47, 16, 49, 17, 1, 0, 0, 8, 0, 0, 0, 1, 1, 1, 53, 3, 0, 34, 0, 10, 38, 11, 1, 1, 1, 0, 0, 18, 0, 12, 0, 76, 1, 0, 0, 0, 0, 0, 0, 0, 2, 17, 3, 19, 4, 1, 9, 1, 0, 92, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 017, P, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 1, 169, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 27, 1, 0, 22, 5, 0, 0, 0, 7, 1, 1, 1, 51, 5, 0, 2, 0, 8, 1, 1, 1, 0, 28, 0, 0, 9, 4, 10, 5, 1, 0, 0, 26, 0, 1, 1, 2, 2, 1, 53, 3, 0, 34, 6, 6, 38, 7, 1, 1, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 018, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 26, 1, 1, 27, 1, 0, 10, 2, 14, 4, 3, 1, 54, 2, 0, 2, 0, 5, 1, 1, 1, 0, 28, 0, 0, 24, 7, 25, 8, 1, 0, 0, 6, 0, 14, 6, 15, 7, 1, 53, 2, 1, 7, 0, 2, 11, 4, 1, 1, 1, 0, 0, 12, 0, 10, 0, 82, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 1, 16, 0, 0, 79, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 019, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 56, 26, 2, 0, 26, 1, 1, 1, 1, 6, 3, 0, 1, 53, 3, 0, 10, 1, 14, 2, 1, 1, 0, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 22, 0, 13, 4, 14, 5, 1, 34, 2, 0, 0, 3, 0, 3, 1, 1, 1, 1, 0, 0, 14, 0, 23, 0, 52, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 1, 4, 3, 1, 14, 0, 0, 55, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 020, F, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 0, 0, 0, 1, 55, 26, 2, 0, 27, 1, 0, 29, 4, 33, 5, 1, 1, 49, 3, 0, 1, 0, 5, 1, 1, 1, 0, 26, 0, 0, 5, 1, 6, 2, 1, 0, 0, 5, 0, 6, 0, 7, 1, 1, 50, 2, 0, 4, 0, 1, 7, 2, 1, 1, 1, 0, 0, 11, 0, 7, 0, 83, 1, 0, 0, 0, 0, 0, 0, 0, 1, 18, 6, 20, 7, 1, 15, 0, 0, 72, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 28, 0, 0, 0, 0, 0, 1, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 28, 0, 0, 25, 2, 1, 3, 2, 7, 4, 1, 1, 56, 0, 0, 4, 1, 5, 2, 1, 1, 0, 28, 0, 0, 2, 0, 3, 1, 1, 0, 0, 5, 0, 7, 1, 8, 2, 1, 53, 2, 1, 45, 1, 13, 48, 14, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 022, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 1, 55, 28, 0, 0, 27, 1, 0, 0, 0, 2, 1, 1, 1, 55, 1, 0, 8, 2, 10, 3, 1, 1, 0, 28, 0, 0, 18, 6, 19, 7, 1, 0, 0, 25, 0, 13, 2, 13, 2, 0, 54, 2, 0, 18, 8, 5, 21, 6, 1, 1, 1, 0, 0, 16, 0, 27, 0, 77, 1, 0, 0, 0, 0, 0, 0, 0, 9, 5, 1, 6, 1, 0, 12, 0, 0, 90, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 023, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 27, 1, 0, 28, 0, 0, 9, 1, 11, 2, 2, 1, 54, 2, 0, 51, 11, 54, 12, 1, 1, 1, 28, 0, 0, 12, 7, 13, 8, 1, 0, 0, 1, 0, 2, 0, 3, 0, 0, 51, 4, 1, 2, 1, 3, 8, 5, 1, 1, 1, 0, 0, 12, 2, 5, 0, 88, 2, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 8, 1, 1, 14, 0, 0, 79, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 54, 26, 2, 0, 27, 1, 0, 15, 4, 19, 5, 2, 1, 54, 2, 0, 8, 0, 11, 1, 1, 1, 0, 28, 0, 0, 25, 9, 26, 10, 1, 0, 0, 2, 0, 21, 8, 22, 9, 1, 52, 3, 1, 3, 0, 0, 8, 2, 1, 1, 1, 0, 0, 9, 0, 5, 0, 75, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 4, 1, 1, 18, 1, 0, 93, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 025, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 25, 3, 0, 26, 2, 0, 0, 0, 6, 1, 3, 1, 53, 3, 0, 11, 0, 15, 1, 1, 1, 0, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 5, 0, 8, 4, 9, 5, 1, 54, 2, 0, 10, 0, 4, 13, 5, 1, 1, 1, 0, 0, 9, 1, 9, 0, 81, 2, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 9, 1, 1, 18, 0, 0, 85, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 27, 1, 0, 28, 0, 0, 8, 3, 10, 4, 3, 1, 52, 4, 0, 5, 2, 10, 3, 1, 1, 0, 26, 2, 0, 3, 0, 6, 1, 1, 0, 0, 5, 0, 26, 5, 27, 6, 1, 53, 2, 1, 6, 0, 1, 10, 3, 1, 1, 1, 0, 0, 15, 0, 9, 0, 66, 3, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 6, 1, 1, 13, 0, 0, 99, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 28, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 26, 2, 0, 27, 1, 0, 2, 0, 6, 1, 5, 1, 53, 3, 0, 38, 11, 42, 12, 1, 1, 1, 28, 0, 0, 5, 0, 5, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 55, 1, 0, 4, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 0, 0, 0, 0, 0, 0, 1, 54, 26, 2, 0, 26, 1, 1, 20, 3, 25, 5, 2, 1, 51, 5, 0, 2, 0, 8, 1, 1, 1, 0, 28, 0, 0, 8, 1, 9, 2, 1, 0, 0, 29, 0, 9, 3, 10, 4, 1, 55, 1, 0, 9, 12, 4, 11, 5, 1, 1, 1, 0, 0, 12, 0, 32, 0, 81, 2, 0, 0, 0, 0, 0, 0, 0, 13, 5, 2, 8, 2, 0, 16, 0, 0, 85, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 029, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 28, 0, 0, 26, 2, 0, 20, 8, 23, 9, 3, 1, 54, 2, 0, 5, 0, 8, 1, 1, 1, 0, 28, 0, 0, 5, 0, 6, 1, 1, 0, 0, 3, 0, 39, 16, 40, 17, 1, 53, 3, 0, 34, 0, 12, 38, 13, 1, 1, 1, 0, 0, 18, 1, 7, 0, 83, 3, 0, 0, 0, 0, 0, 0, 0, 1, 8, 2, 13, 3, 1, 9, 0, 0, 82, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 28, 0, 0, 1, 0, 0, 0, 168, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 27, 1, 0, 24, 4, 0, 3, 0, 9, 1, 3, 1, 54, 2, 0, 36, 9, 39, 10, 1, 1, 0, 28, 0, 0, 3, 1, 4, 2, 1, 0, 0, 18, 0, 1, 0, 1, 0, 0, 49, 7, 0, 1, 5, 1, 9, 2, 1, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 031, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 52, 28, 0, 0, 26, 2, 0, 0, 0, 3, 1, 4, 1, 52, 3, 1, 1, 1, 6, 3, 1, 1, 0, 28, 0, 0, 9, 4, 10, 5, 1, 0, 0, 27, 0, 14, 1, 14, 1, 0, 52, 3, 1, 11, 7, 1, 16, 3, 1, 1, 1, 0, 0, 12, 0, 32, 0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 8, 5, 2, 7, 3, 1, 15, 1, 0, 88, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 27, 1, 0, 28, 0, 0, 4, 1, 6, 2, 3, 1, 52, 4, 0, 13, 2, 18, 3, 1, 1, 0, 28, 0, 0, 16, 7, 17, 8, 1, 0, 0, 10, 0, 3, 2, 4, 3, 1, 49, 4, 0, 0, 2, 0, 5, 1, 1, 1, 1, 0, 0, 15, 1, 14, 0, 94, 1, 0, 0, 0, 0, 0, 0, 0, 3, 7, 2, 10, 3, 1, 12, 0, 0, 64, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 53, 27, 1, 0, 26, 2, 0, 5, 1, 9, 2, 3, 1, 55, 1, 0, 8, 2, 10, 3, 1, 1, 0, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 2, 1, 54, 2, 0, 1, 0, 0, 4, 1, 1, 1, 1, 1, 1, 15, 0, 5, 0, 87, 2, 1, 0, 0, 0, 0, 0, 0, 1, 13, 7, 17, 9, 1, 13, 0, 0, 79, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 034, F, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 0, 0, 0, 1, 48, 22, 2, 0, 23, 1, 0, 16, 6, 20, 7, 0, 1, 45, 3, 0, 14, 5, 18, 6, 1, 1, 0, 24, 0, 0, 12, 5, 13, 6, 1, 0, 0, 0, 0, 16, 1, 17, 2, 1, 45, 2, 0, 2, 0, 0, 5, 1, 1, 1, 1, 0, 0, 13, 0, 1, 0, 67, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 5, 1, 1, 10, 1, 0, 74, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 035, F, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 1, 1, 53, 23, 5, 0, 26, 1, 0, 32, 6, 39, 7, 2, 1, 52, 3, 0, 48, 10, 52, 11, 1, 1, 0, 26, 1, 0, 11, 1, 13, 2, 1, 0, 0, 2, 1, 7, 0, 8, 1, 0, 53, 2, 0, 1, 2, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 76, 0, 0, 17, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 86, 2, 2, 10, 0, 0, 2, 1, 6, 1, 4, 1
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 0, 54, 26, 2, 0, 28, 0, 0, 2, 0, 5, 1, 2, 1, 53, 3, 0, 9, 3, 13, 4, 1, 1, 0, 26, 2, 0, 6, 3, 9, 4, 1, 0, 0, 9, 0, 2, 0, 3, 1, 1, 54, 2, 0, 9, 3, 0, 12, 1, 1, 1, 1, 1, 1, 14, 0, 12, 0, 85, 1, 0, 0, 0, 0, 0, 0, 0, 4, 9, 0, 11, 1, 1, 14, 0, 0, 83, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 28, 0, 0, 1, 0, 0, 0, 168, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 26, 2, 0, 27, 1, 0, 20, 6, 23, 6, 3, 0, 54, 1, 1, 6, 2, 9, 4, 1, 1, 0, 28, 0, 0, 3, 1, 4, 2, 1, 0, 0, 43, 0, 4, 0, 4, 0, 0, 55, 1, 0, 6, 10, 2, 8, 2, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 038, F, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 0, 0, 0, 0, 1, 54, 28, 0, 0, 28, 0, 0, 2, 0, 3, 1, 2, 1, 53, 3, 0, 15, 6, 19, 7, 1, 1, 0, 27, 1, 0, 10, 3, 12, 4, 1, 0, 0, 24, 0, 8, 2, 8, 2, 0, 54, 1, 1, 1, 3, 2, 4, 4, 1, 1, 1, 0, 0, 11, 0, 27, 0, 84, 2, 0, 0, 0, 0, 0, 0, 0, 4, 21, 6, 23, 6, 0, 17, 0, 0, 82, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 039, F, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 0, 0, 0, 1, 53, 26, 0, 0, 26, 0, 0, 2, 0, 3, 1, 3, 1, 54, 2, 0, 4, 0, 7, 1, 1, 1, 0, 27, 1, 0, 1, 0, 3, 1, 1, 0, 0, 0, 0, 9, 2, 10, 3, 1, 53, 3, 0, 8, 0, 3, 12, 4, 1, 1, 1, 0, 0, 14, 0, 4, 0, 89, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 5, 2, 1, 14, 0, 0, 78, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 28, 0, 0, 1, 0, 0, 0, 168, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 28, 0, 0, 26, 2, 0, 13, 3, 16, 4, 2, 1, 53, 2, 1, 27, 9, 31, 11, 1, 1, 0, 28, 0, 0, 23, 3, 24, 4, 1, 0, 0, 13, 0, 2, 1, 2, 1, 0, 53, 2, 1, 18, 0, 2, 22, 4, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
