Input Number, Run_Number, Result@ 100, ANuAOX1, ar, AGuAIX1, Leaderap, LeaderX1, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, al, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, X1uABab, an, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, aq, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-6, Run: 025, P, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 87, 0, 0, 0, 0, 0, 0, 0, 167, 87, 0, 0, 86, 1, 0, 2, 1, 4, 2, 7, 1, 174, 1, 0, 5, 2, 7, 3, 1, 1, 1, 85, 2, 0, 11, 3, 14, 4, 1, 1, 0, 20, 0, 11, 1, 12, 2, 1, 173, 2, 0, 6, 7, 2, 9, 3, 1, 1, 1, 1, 1, 36, 0, 29, 0, 275, 1, 0, 0, 0, 0, 0, 0, 0, 9, 11, 4, 12, 4, 0, 51, 0, 0, 250, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 026, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 171, 84, 4, 0, 86, 1, 0, 5, 0, 11, 1, 4, 1, 169, 6, 0, 7, 1, 14, 2, 1, 1, 0, 87, 0, 0, 28, 8, 29, 9, 1, 0, 0, 15, 0, 0, 0, 1, 1, 1, 171, 3, 1, 16, 4, 0, 21, 2, 1, 1, 1, 1, 1, 0, 0, 20, 0, 0, 0, 0, 235, 0, 0, 43, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 289, 2, 0, 44, 0, 0, 2, 0, 5, 1, 1, 1
INVAR-6, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 518, 0, 0, 0, 0, 0, 0, 0, 172, 87, 0, 1, 84, 3, 0, 14, 9, 19, 11, 3, 1, 171, 4, 0, 14, 2, 19, 3, 1, 1, 0, 87, 0, 0, 16, 12, 17, 13, 1, 1, 0, 2, 0, 15, 3, 16, 4, 1, 171, 4, 0, 36, 0, 8, 41, 9, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 251, 0, 0, 52, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 266, 1, 0, 35, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-6, Run: 028, P, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 81, 0, 1, 0, 0, 0, 490, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 80, 2, 0, 78, 3, 0, 46, 12, 52, 13, 2, 1, 162, 1, 0, 6, 4, 8, 5, 1, 1, 0, 81, 0, 0, 30, 1, 31, 2, 1, 1, 0, 1, 0, 34, 12, 34, 12, 0, 161, 2, 0, 15, 0, 5, 18, 6, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 87, 0, 0, 0, 0, 0, 523, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 85, 3, 0, 87, 0, 0, 3, 2, 7, 3, 6, 1, 169, 5, 0, 0, 1, 6, 2, 1, 1, 0, 87, 0, 0, 30, 4, 30, 4, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 168, 5, 1, 14, 7, 0, 21, 2, 1, 1, 1, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 525, 0, 0, 0, 0, 0, 0, 0, 172, 87, 1, 0, 84, 3, 0, 7, 4, 12, 5, 3, 1, 171, 4, 0, 6, 0, 11, 1, 1, 1, 0, 87, 0, 0, 13, 2, 14, 3, 1, 1, 0, 15, 0, 15, 2, 16, 3, 1, 169, 6, 0, 28, 2, 4, 35, 5, 1, 1, 1, 1, 1, 0, 0, 19, 0, 0, 0, 0, 272, 0, 0, 46, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 252, 1, 0, 39, 0, 0, 0, 0, 1, 1, 0, 0
INVAR-6, Run: 031, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 170, 85, 3, 0, 87, 0, 0, 3, 0, 7, 1, 5, 1, 172, 3, 0, 12, 6, 16, 7, 1, 1, 0, 87, 0, 0, 24, 10, 25, 11, 1, 0, 1, 1, 0, 2, 1, 4, 2, 1, 174, 1, 0, 10, 1, 4, 12, 5, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 263, 0, 0, 49, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 260, 3, 0, 38, 0, 0, 4, 0, 8, 1, 1, 1
INVAR-6, Run: 032, P, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 1, 0, 0, 0, 0, 167, 81, 4, 0, 83, 2, 0, 6, 1, 13, 2, 3, 1, 166, 4, 0, 21, 3, 26, 4, 1, 1, 0, 84, 1, 0, 8, 3, 10, 4, 1, 0, 0, 0, 0, 11, 2, 12, 3, 1, 162, 8, 0, 12, 0, 4, 21, 5, 1, 1, 1, 1, 1, 39, 0, 4, 0, 259, 1, 0, 0, 0, 0, 0, 0, 0, 1, 11, 5, 13, 6, 1, 46, 0, 0, 251, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 033, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 172, 85, 3, 0, 85, 2, 0, 3, 1, 9, 2, 3, 1, 171, 4, 0, 5, 1, 10, 2, 1, 1, 0, 86, 0, 1, 20, 11, 22, 13, 1, 1, 0, 9, 0, 0, 0, 1, 1, 1, 168, 7, 0, 4, 0, 1, 12, 2, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 259, 0, 0, 40, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 267, 0, 0, 47, 0, 0, 2, 0, 3, 1, 1, 1
INVAR-6, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 526, 0, 0, 0, 0, 0, 0, 0, 170, 87, 1, 0, 87, 0, 0, 26, 6, 28, 7, 5, 1, 169, 6, 0, 14, 2, 21, 3, 1, 1, 0, 87, 0, 0, 1, 0, 2, 1, 1, 0, 1, 21, 0, 18, 2, 20, 3, 1, 168, 7, 0, 16, 5, 3, 24, 4, 1, 1, 1, 1, 1, 0, 0, 27, 0, 0, 0, 0, 255, 0, 0, 34, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 269, 2, 0, 53, 0, 0, 1, 1, 3, 1, 1, 0
INVAR-6, Run: 035, P, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 1, 0, 0, 0, 0, 168, 84, 3, 0, 83, 4, 0, 18, 2, 26, 3, 6, 1, 172, 2, 0, 17, 1, 20, 2, 1, 1, 0, 86, 1, 0, 14, 2, 16, 3, 1, 0, 0, 1, 0, 6, 4, 7, 5, 1, 171, 3, 0, 7, 0, 1, 11, 2, 1, 1, 1, 1, 1, 48, 0, 8, 0, 261, 1, 0, 0, 0, 0, 0, 0, 0, 1, 10, 3, 12, 4, 1, 39, 0, 0, 261, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 036, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 171, 87, 1, 0, 85, 2, 0, 25, 3, 29, 4, 3, 1, 172, 3, 0, 8, 1, 12, 2, 1, 1, 1, 86, 1, 0, 0, 2, 2, 3, 1, 1, 0, 27, 0, 1, 0, 2, 1, 1, 173, 2, 0, 1, 8, 0, 4, 1, 1, 1, 1, 1, 1, 0, 0, 32, 0, 0, 0, 0, 248, 0, 0, 47, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 277, 1, 0, 40, 0, 0, 13, 1, 15, 1, 2, 1
INVAR-6, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 526, 0, 0, 0, 0, 0, 0, 0, 175, 86, 2, 0, 87, 0, 0, 32, 9, 35, 10, 0, 1, 170, 5, 0, 37, 12, 43, 13, 1, 1, 0, 86, 1, 0, 0, 1, 2, 2, 1, 1, 0, 16, 0, 2, 0, 3, 1, 1, 171, 3, 1, 1, 7, 1, 6, 3, 1, 1, 1, 1, 1, 0, 0, 17, 0, 0, 0, 0, 279, 0, 0, 39, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 246, 0, 1, 48, 0, 0, 9, 1, 10, 1, 2, 0
INVAR-6, Run: 038, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 173, 87, 1, 0, 86, 0, 1, 20, 4, 23, 6, 2, 1, 173, 2, 0, 11, 3, 14, 4, 1, 1, 0, 87, 0, 0, 15, 8, 16, 9, 1, 1, 0, 19, 0, 12, 4, 13, 5, 1, 171, 4, 0, 3, 7, 1, 8, 2, 1, 1, 1, 1, 1, 0, 0, 22, 0, 0, 0, 0, 255, 0, 0, 35, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 268, 3, 0, 51, 1, 0, 3, 0, 8, 1, 1, 1
INVAR-6, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 526, 0, 0, 0, 0, 0, 0, 0, 171, 84, 3, 1, 86, 1, 0, 18, 4, 24, 6, 4, 1, 173, 2, 0, 9, 0, 12, 1, 1, 1, 0, 87, 0, 0, 10, 4, 11, 5, 1, 0, 0, 19, 1, 5, 1, 7, 3, 1, 170, 5, 0, 16, 2, 4, 22, 5, 1, 1, 1, 1, 1, 0, 0, 24, 0, 0, 0, 0, 255, 0, 0, 43, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 268, 3, 0, 44, 0, 0, 14, 1, 17, 1, 1, 0
INVAR-6, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 526, 0, 0, 0, 0, 0, 0, 0, 173, 87, 1, 0, 86, 1, 0, 61, 17, 64, 18, 2, 1, 173, 2, 0, 19, 6, 22, 7, 1, 1, 0, 85, 2, 0, 10, 4, 13, 5, 1, 1, 0, 1, 0, 8, 1, 9, 2, 1, 174, 1, 0, 12, 0, 1, 14, 2, 1, 1, 1, 1, 1, 0, 0, 4, 0, 0, 0, 0, 251, 0, 0, 39, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 272, 3, 0, 48, 0, 0, 3, 0, 6, 1, 0, 0
INVAR-6, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 519, 0, 0, 0, 1, 0, 0, 0, 169, 86, 2, 0, 85, 2, 0, 1, 2, 6, 3, 6, 1, 166, 9, 0, 2, 1, 12, 2, 1, 1, 0, 87, 0, 0, 33, 2, 34, 3, 1, 1, 0, 11, 0, 10, 2, 11, 3, 1, 171, 4, 0, 3, 1, 1, 8, 2, 1, 1, 1, 1, 1, 0, 0, 18, 0, 0, 0, 0, 281, 0, 0, 45, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 237, 1, 0, 40, 0, 0, 0, 0, 2, 1, 0, 0
INVAR-6, Run: 042, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 172, 88, 0, 0, 85, 2, 0, 15, 4, 18, 5, 3, 1, 172, 3, 0, 6, 2, 10, 3, 1, 1, 0, 86, 1, 0, 6, 0, 8, 1, 1, 0, 1, 2, 0, 28, 7, 30, 8, 1, 170, 5, 0, 13, 0, 2, 19, 3, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 268, 0, 0, 39, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 256, 2, 0, 48, 0, 0, 1, 1, 4, 1, 2, 1
INVAR-6, Run: 043, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 172, 83, 5, 0, 85, 2, 0, 9, 1, 17, 2, 3, 1, 170, 5, 0, 0, 1, 6, 2, 1, 1, 0, 87, 0, 0, 13, 2, 14, 3, 1, 0, 1, 8, 0, 10, 1, 12, 2, 1, 174, 1, 0, 24, 1, 5, 26, 6, 1, 1, 1, 1, 1, 0, 0, 12, 0, 0, 0, 0, 249, 0, 0, 37, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 273, 4, 0, 50, 0, 0, 4, 0, 9, 1, 1, 1
INVAR-6, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 85, 3, 0, 86, 1, 0, 8, 2, 13, 3, 5, 1, 172, 3, 0, 26, 7, 30, 8, 1, 1, 0, 87, 0, 0, 10, 4, 11, 5, 1, 0, 1, 11, 0, 0, 0, 2, 1, 1, 168, 7, 0, 21, 2, 7, 29, 8, 1, 1, 1, 1, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 045, P, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 508, 0, 0, 0, 0, 0, 0, 0, 168, 82, 3, 0, 83, 1, 0, 15, 3, 20, 4, 1, 1, 167, 2, 0, 9, 1, 12, 2, 1, 1, 0, 84, 0, 0, 4, 1, 5, 2, 1, 1, 0, 0, 0, 9, 1, 10, 2, 1, 168, 1, 0, 9, 0, 2, 11, 3, 1, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 248, 0, 0, 43, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 259, 1, 0, 41, 0, 0, 12, 1, 14, 1, 2, 1
INVAR-6, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 526, 0, 0, 0, 0, 0, 0, 0, 171, 86, 2, 0, 85, 2, 0, 3, 2, 8, 3, 3, 1, 170, 5, 0, 5, 4, 11, 5, 1, 1, 1, 87, 0, 0, 4, 0, 5, 1, 1, 1, 0, 4, 0, 20, 8, 21, 9, 1, 171, 4, 0, 8, 0, 1, 13, 2, 1, 1, 1, 1, 1, 0, 0, 9, 0, 0, 0, 0, 255, 0, 0, 34, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 268, 3, 0, 52, 1, 0, 27, 6, 31, 1, 6, 0
INVAR-6, Run: 047, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 87, 0, 0, 1, 0, 0, 526, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 87, 1, 0, 85, 2, 0, 4, 5, 8, 6, 7, 1, 169, 5, 1, 14, 4, 21, 6, 1, 1, 1, 86, 1, 0, 31, 8, 33, 9, 1, 1, 0, 9, 0, 15, 3, 16, 3, 0, 172, 3, 0, 5, 1, 2, 9, 3, 1, 1, 1, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 048, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 171, 86, 2, 0, 85, 2, 0, 15, 1, 20, 2, 4, 1, 169, 5, 1, 8, 3, 15, 5, 1, 1, 0, 87, 0, 0, 4, 0, 5, 1, 1, 1, 0, 7, 0, 3, 0, 4, 1, 1, 168, 7, 0, 2, 2, 0, 10, 1, 1, 1, 1, 1, 1, 0, 0, 12, 0, 0, 0, 0, 270, 0, 0, 44, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 253, 3, 0, 43, 0, 0, 30, 5, 34, 1, 6, 1
INVAR-6, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 175, 175, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 87, 0, 1, 85, 2, 0, 5, 1, 9, 3, 0, 1, 173, 2, 0, 29, 11, 31, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 87, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 86, 2, 0, 83, 4, 0, 6, 0, 13, 1, 4, 1, 165, 9, 1, 52, 8, 63, 10, 1, 1, 0, 87, 0, 0, 17, 3, 17, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 172, 3, 0, 2, 0, 0, 6, 1, 1, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 051, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 171, 88, 0, 0, 80, 6, 1, 18, 4, 26, 6, 4, 1, 171, 3, 1, 4, 0, 9, 2, 1, 1, 0, 87, 0, 0, 25, 9, 26, 10, 1, 1, 0, 1, 0, 4, 2, 5, 3, 1, 172, 3, 0, 3, 0, 1, 7, 2, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 255, 0, 0, 38, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 269, 2, 0, 46, 3, 0, 3, 0, 9, 1, 1, 1
INVAR-6, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 87, 0, 1, 0, 0, 0, 526, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 86, 2, 0, 86, 1, 0, 8, 0, 12, 1, 1, 1, 167, 8, 0, 15, 6, 24, 7, 1, 1, 0, 86, 1, 0, 25, 6, 27, 7, 1, 1, 0, 18, 0, 9, 2, 9, 2, 0, 172, 3, 0, 0, 6, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-6, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 526, 0, 0, 0, 0, 1, 0, 0, 170, 87, 1, 0, 84, 3, 0, 27, 9, 32, 10, 5, 1, 172, 3, 0, 16, 9, 20, 10, 1, 1, 0, 87, 0, 0, 22, 4, 23, 5, 1, 0, 1, 20, 0, 7, 0, 9, 1, 1, 170, 4, 1, 17, 3, 4, 23, 6, 1, 1, 1, 1, 1, 0, 0, 26, 0, 0, 0, 0, 264, 0, 0, 44, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 259, 2, 1, 43, 0, 0, 6, 0, 10, 1, 2, 0
